category,subcategory,genericname,name,brand,price,mrp,imgURL,rating,country,sellerName,quantity,sellerUsername,quantitySold,quantityCarts,quantityWishlists
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Solid Women Blue Top,LEVI'S,425,"1,399",https://rukminim2.flixcart.com/image/714/857/kljrvrk0/top/g/h/e/s-a1375-0001-levi-s-original-imagyn3ybfzb559e.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Striped Women Orange Top,Tokyo Talkies,410,999,https://rukminim2.flixcart.com/image/714/857/kv9urgw0/top/7/f/b/l-tttp005073-tokyo-talkies-original-imag87v8hekqgsaz.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Sleeveless Solid Women Black Top,Tokyo Talkies,435,"1,099",https://rukminim2.flixcart.com/image/714/857/kzx1a4w0/top/i/f/z/l-tttp005827-tokyo-talkies-original-imagbtfpaz99xmr8.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Sleeveless Solid Women Light Green Top,Tokyo Talkies,105,599,https://rukminim2.flixcart.com/image/714/857/kzpw2vk0/top/t/r/o/xs-tttp005892-tokyo-talkies-original-imagbntavwzthsyb.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,HURRICANE Running Shoes For Men  (Black),CAMPUS,749,"1,299",https://rukminim1.flixcart.com/image/714/857/ksxjs7k0/shoe/o/g/7/9-6g-842-campus-blk-n-org-original-imag6dzwz7hdwgxh.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,HURRICANE Running Shoes For Men  (Blue),CAMPUS,619,"1,299",https://rukminim1.flixcart.com/image/714/857/ksuowi80/shoe/l/x/w/9-6g-842-campus-bt-grn-blk-original-imag6bndygzabwwt.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Yellow),PETER ENGLAND,839,"1,399",https://rukminim2.flixcart.com/image/714/857/ku2zjww0/kurta/k/6/b/l-pokuolspn36967-peter-england-original-imag7a4hye33gtac.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Pure Linen Straight Kurta  (Grey),PETER ENGLAND,"1,049","1,599",https://rukminim2.flixcart.com/image/714/857/ku04o7k0/kurta/w/c/y/l-pokuohspk42701-peter-england-original-imag783agkktkcrt.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,T Shirts,Printed Men Round Neck Black T-Shirt,METRONAUT,239,849,https://rukminim2.flixcart.com/image/714/857/kz1lle80/t-shirt/i/m/f/m-maw21cn031a-metronaut-original-imagb56qb87g9acq.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,RODEO PRO Running Shoes For Men  (Blue),CAMPUS,809,"1,299",https://rukminim1.flixcart.com/image/714/857/k2jbyq80pkrrdj/shoe/y/y/s/6-cg-237-capmus-original-imafjytmjbnsp6mh.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Blue Jeans,METRONAUT,"1,307","1,899",https://rukminim2.flixcart.com/image/714/857/kpmy8i80/jean/y/s/d/28-ss21mwjn006-metronaut-original-imag3u2bfrbtadfu.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Super Skinny Women Blue Jeans,DENIZEN,764,"1,699",https://rukminim2.flixcart.com/image/714/857/keiuxzk0-0/jean/3/3/o/10-56594-0009-denizen-original-imafv5yuxtyjyzdx.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women A-line Multicolor Dress,Tokyo Talkies,415,"1,399",https://rukminim1.flixcart.com/image/714/857/k0y6cnk0/dress/z/m/w/m-ttj6004105-tokyo-talkies-original-imafkmhpjrrhxfbu.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Shirt,Women Regular Fit Solid Casual Shirt,Roadster,545,"1,399",https://rukminim2.flixcart.com/image/714/857/jwwffrk0/shirt/r/g/j/m-8816777-roadster-original-imafhh82tgnsz5gn.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Skater Light Green Dress,SASSAFRAS,474,"1,799",https://rukminim1.flixcart.com/image/714/857/k6s82vk0/dress/b/x/g/s-sfdrss1768-sassafras-original-imafp5xpqvnswfby.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,ZYNGA Running Shoes For Men  (White),CAMPUS,947,"1,499",https://rukminim1.flixcart.com/image/714/857/ksuowi80/shoe/g/a/7/8-12g-811-campus-wht-org-original-imag6bmvjr3dxhgu.jpeg?q=50,4.3,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Boot-Leg Women Blue Jeans,LEVI'S,"1,964","3,299",https://rukminim2.flixcart.com/image/714/857/ktrk13k0/jean/y/p/g/28-32890-0046-levi-s-original-imag7f459pvj6kdd.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Boyfriend Women Blue Jeans,Tokyo Talkies,"2,249",,https://rukminim2.flixcart.com/image/714/857/kzn17680/jean/m/e/1/34-ttjn003070-tokyo-talkies-original-imagbhxn22yqmhyk.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,"CARBONITE 4.0 Football Shoes For Men  (Black, Green)",NIVIA,435,849,https://rukminim1.flixcart.com/image/714/857/krdtlzk0/shoe/2/8/k/2-fb-1641bf-nivia-black-f-green-original-imag56qjz7bp5fmf.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CARBONITE 4.0 Football Shoes For Men  (Red),NIVIA,452,849,https://rukminim1.flixcart.com/image/714/857/krdtlzk0/shoe/m/a/f/4-fb-1641rb-nivia-red-black-original-imag56qjkms6hhxe.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Printed Women Black Top,Tokyo Talkies,486,"1,299",https://rukminim2.flixcart.com/image/714/857/kzpw2vk0/top/p/r/b/xs-tttp005844-tokyo-talkies-original-imagbntbs4mzqwcz.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CRYSTA Running Shoes For Men  (Blue),CAMPUS,634,"1,049",https://rukminim1.flixcart.com/image/714/857/kqv8vww0/shoe/8/m/x/6-cg-284-6-campus-blu-red-original-imag4sf7gmbj5z3a.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CRYSTA Running Shoes For Men  (Blue),CAMPUS,634,"1,049",https://rukminim1.flixcart.com/image/714/857/kmxsakw0/shoe/7/x/n/12-cg-284-campus-t-blu-grn-original-imafmfeu7zz53ruu.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,DAVIS Running shoes For Men  (Blue),CAMPUS,947,"1,499",https://rukminim1.flixcart.com/image/714/857/kiow6fk0-0/shoe/c/k/g/11g-161-7-campus-bt-grn-original-imafyfb2schcbjdf.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,IGNITE PRO Running Shoes For Men  (Grey),CAMPUS,515,"1,099",https://rukminim1.flixcart.com/image/714/857/krp94sw0/shoe/g/h/u/10-cg-287-campus-gry-org-original-imag5fz9ag4xgzzg.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Dark Blue Jeans,Tokyo Talkies,700,"1,999",https://rukminim2.flixcart.com/image/714/857/kwtkxow0/jean/u/w/f/34-ttjn002903-tokyo-talkies-original-imag9ey98cay7zdd.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,MAGNITE Running Shoes For Men  (Navy),CAMPUS,749,"1,299",https://rukminim1.flixcart.com/image/714/857/ktszgy80/shoe/1/w/a/6-6g-851-campus-navy-t-blue-original-imag726zxryxxnaw.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Printed Cotton Blend Straight Kurta  (Orange),PETER ENGLAND,959,"1,599",https://rukminim2.flixcart.com/image/714/857/ku8pbbk0/kurta/t/i/v/3xl-pokuolsp653654-peter-england-original-imag7em5gcgszpzf.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Yellow),PETER ENGLAND,719,"1,199",https://rukminim2.flixcart.com/image/714/857/ktrk13k0/kurta/1/y/s/l-pokuohsbh81913-peter-england-original-imag7f7z63jwqmzr.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Party Regular Sleeves Solid Women Black Top,Tokyo Talkies,240,"1,199",https://rukminim2.flixcart.com/image/714/857/kz4gh3k0/top/r/z/g/l-tttp006054-tokyo-talkies-original-imagb7d8hyhvcau5.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Light Blue Jeans,VERO MODA,"1,120","2,799",https://rukminim2.flixcart.com/image/714/857/kz1lle80/jean/u/3/m/-original-imagb5dng4j7gvvs.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Top Wear,T Shirts,Solid Men Round Neck Black T-Shirt,HRX by Hrithik Roshan,285,699,https://rukminim2.flixcart.com/image/714/857/jw5a2kw0/t-shirt/g/k/f/m-8692181-hrx-by-hrithik-roshan-original-imafgwgnqswe6bsz.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,"Women Pinafore White, Black, Orange Dress",Tokyo Talkies,447,"1,449",https://rukminim1.flixcart.com/image/714/857/k0wqwsw0/dress/k/y/c/l-ttj6004418-tokyo-talkies-original-imafkhgtyntxzezk.jpeg?q=50,4.2,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Blue),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/k6l2vm80/shoe/j/6/r/5g-736-8-campus-af-blu-blk-f-org-original-imafpye3k2eznahy.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Navy),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/kekadu80-0/shoe/c/x/y/5g-736-8-campus-navy-wht-sky-original-imafv7drcrty8dda.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Red),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/kfvfwy80pkrrdj-0/shoe/g/r/s/10-california-campus-original-imafwczgme9br3my.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,CALIFORNIA Running Shoes For Men  (Yellow),CAMPUS,963,"1,899",https://rukminim1.flixcart.com/image/714/857/kz3118w0/shoe/6/j/z/8-5g-736-8-campus-mstd-blk-sil-original-imagb6auecwz6ezk.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Cap Sleeves Solid Women Green Top,Tokyo Talkies,390,899,https://rukminim2.flixcart.com/image/714/857/kwwfte80/top/1/u/k/m-tttp005062-tokyo-talkies-original-imag9h87rkuh2ksx.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Printed Women Yellow Top,Tokyo Talkies,433,"1,049",https://rukminim2.flixcart.com/image/714/857/k0flmkw0/top/7/u/n/l-tttp003124-tokyo-talkies-original-imafk8ynguyznyvv.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Regular Sleeves Printed Women Yellow Top,Tokyo Talkies,412,"1,049",https://rukminim2.flixcart.com/image/714/857/k0flmkw0/top/7/u/n/l-tttp003124-tokyo-talkies-original-imafk8ynguyznyvv.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Roll Up Sleeves Striped Women Multicolor Top,Tokyo Talkies,240,999,https://rukminim2.flixcart.com/image/714/857/jrmdvgw0/top/u/9/7/xl-tttp002687-tokyo-talkies-original-imafdctwrzbcdznj.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Sleeveless Solid Women Pink Top,Tokyo Talkies,290,449,https://rukminim2.flixcart.com/image/714/857/kzpw2vk0/top/s/g/a/m-tttp006077-tokyo-talkies-original-imagbntajzbbkbws.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,"ENCOUNTER 8.0 Football Shoes For Men  (Blue, Orange)",NIVIA,485,929,https://rukminim1.flixcart.com/image/714/857/ksgehzk0/shoe/x/l/v/10-fb-1637ro-nivia-r-blue-orange-original-imag6yn8rfyedwrg.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,EUROPA Running Shoes For Men  (Black),CAMPUS,783,"1,299",https://rukminim1.flixcart.com/image/714/857/kqwobrk0/shoe/f/6/i/7-cg-584-campus-blk-red-original-imag4tjzh8k8zvrh.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,FOG M Training & Gym Shoe For Men  (Blue),POWER,600,"1,699",https://rukminim1.flixcart.com/image/714/857/jnw2he80/shoe/w/g/s/8399067-9-power-blue-original-imafag59htxnn4bk.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,GEL-BRAID For Men  (Black),asics,"2,509","4,499",https://rukminim1.flixcart.com/image/714/857/l0lbrm80/shoe/o/2/y/-original-imagccgmhyeqdnup.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Jogger Fit Women Dark Green Jeans,Tokyo Talkies,735,"2,099",https://rukminim2.flixcart.com/image/714/857/kzn17680/jean/n/k/p/30-ttjn002841-tokyo-talkies-original-imagbhxqqberx8wc.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (White),PETER ENGLAND,"1,199","1,599",https://rukminim2.flixcart.com/image/714/857/kwv0djk0/kurta/n/r/s/-original-imag9ft3p4mqhkkd.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (White),PETER ENGLAND,779,"1,199",https://rukminim2.flixcart.com/image/714/857/klicfww0/kurta/d/i/8/s-pokuohspk37215-peter-england-original-imagym4vf7v3nhfz.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,MIKE PRO Running Shoes For Men  (Blue),CAMPUS,947,"1,649",https://rukminim1.flixcart.com/image/714/857/kwnv6a80/shoe/m/9/b/8-5g-827-8-campus-mod-blu-wht-original-imag9abhzfh2brdm.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Regular Women Blue Jeans,SASSAFRAS,617,"1,899",https://rukminim2.flixcart.com/image/714/857/k12go7k0/jean/j/z/c/l-sfjean0017-sassafras-original-imafkq3qnxe7ynhy.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,SIMBA PRO Running Shoes For Men  (Black),CAMPUS,737,"1,599",https://rukminim1.flixcart.com/image/714/857/kgwld3k0-0/shoe/l/6/t/5g-819-7-campus-blk-red-original-imafxfdudsbytrqw.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,SIMBA PRO Running Shoes For Men  (Blue),CAMPUS,737,"1,599",https://rukminim1.flixcart.com/image/714/857/kgzg8sw0-0/shoe/a/y/n/5g-819-7-campus-blu-wine-original-imafx3nseq2zzzr2.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,SIMBA PRO Running Shoes For Men  (Blue),CAMPUS,947,"1,599",https://rukminim1.flixcart.com/image/714/857/kgwld3k0-0/shoe/j/t/1/5g-819-10-campus-turq-blu-pista-original-imafxfduz36hymcd.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Dark Blue Jeans,METRONAUT,354,"1,599",https://rukminim2.flixcart.com/image/714/857/khuvxjk0-0/jean/d/q/d/28-maw20mwjn066-metronaut-original-imafxs48d6hkzgut.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Dark Blue Jeans,KILLER,"1,035","2,499",https://rukminim2.flixcart.com/image/714/857/kt7jv680/jean/7/y/c/28-kwj-0093-killer-original-imag6htyexyxnyzf.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Skinny Women Green Jeans,KILLER,"1,048","2,499",https://rukminim2.flixcart.com/image/714/857/ktyp8cw0/jean/m/7/0/28-kwj-0101-killer-original-imag76vaznvbskwf.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,TROPHY Running Shoes For Men  (White),CAMPUS,947,"1,499",https://rukminim1.flixcart.com/image/714/857/k4hcjgw0/shoe/p/z/j/5g-722-8-campus-wht-navy-org-original-imafndg4ywy89hcn.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,VERTIGO BLK RUNNING SHOES For MEN 7 Running Shoes For Men  (Black),LOTTO,699,"2,499",https://rukminim1.flixcart.com/image/714/857/jpinjbk0/shoe/8/h/4/ar4840-010-9-lotto-black-original-imaewa2sjfnjh6up.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Dress,Dress,Women Maxi White Dress,Tokyo Talkies,449,"1,499",https://rukminim1.flixcart.com/image/714/857/jsaocy80/dress/6/f/w/m-ttj6001759-blue-white-tokyo-talkies-original-imafdwbpyhj78wyb.jpeg?q=50,4.1,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,BOUNDER-MIRKLE Running Shoes For Men  (Black),Skechers,"3,199","5,499",https://rukminim1.flixcart.com/image/714/857/k2dm7bk0/shoe/m/y/f/52595-9-skechers-bbk-original-imafhrfyyhfdrdh7.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Boyfriend Women White Jeans,Tokyo Talkies,560,"1,749",https://rukminim2.flixcart.com/image/714/857/kyj0vbk0/jean/n/v/v/28-ttjn002999-tokyo-talkies-original-imagaqtqchpzcebw.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Jeans,Jeans,Boyfriend Women White Jeans,Tokyo Talkies,493,"1,699",https://rukminim2.flixcart.com/image/714/857/kzn17680/jean/i/p/w/26-ttjn003029-tokyo-talkies-original-imagbhxpgzzg57ve.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Sleeveless Embroidered Women Purple Top,Tokyo Talkies,112,699,https://rukminim2.flixcart.com/image/714/857/kx7vc7k0/top/6/z/x/-original-imag9q9tzmqfahwt.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Women Top Wear,Tops,Casual Sleeveless Printed Women Blue Top,Tokyo Talkies,178,699,https://rukminim2.flixcart.com/image/714/857/kx7vc7k0/top/g/u/n/-original-imag9q9tc5rzyr2p.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,HURRICANE Running Shoes For Men  (Navy),CAMPUS,809,"1,299",https://rukminim1.flixcart.com/image/714/857/kz1lle80/shoe/i/g/9/6-6g-842-campus-navy-red-original-imagb542u6nzzsgh.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Kurta,Kurta,Men Printed Pure Cotton Straight Kurta  (White),PETER ENGLAND,959,"1,599",https://rukminim2.flixcart.com/image/714/857/kwv0djk0/kurta/g/7/w/-original-imag9ft3m2yqnhvt.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
Fashion,Men Shoes,Shoe,PLATEUE Running Shoes For Men  (Navy),CAMPUS,947,"1,599",https://rukminim1.flixcart.com/image/714/857/kosxzm80/shoe/5/i/h/10-12g-806-campus-navy-norg-original-imag36bddzrchqhd.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com,0,0,0
